Time  Up  Ip  Btor  Ur  Up  Ip  Btor  Ur
0  0,0210  -0,5638  -0,2682  -6,0000  0,0420  -0,5951  -0,2980  -8,0000
41,48  2,7510  33,1992  18,5356  870,0000  0,0210  1,0962  18,5356  331,0000
41,514  2,7720  33,1992  18,5654  868,0000  0,0210  1,1275  18,5058  331,0000
41,548  2,8140  33,1679  18,5356  867,0000  0,0210  1,0962  18,5058  331,0000
41,582  2,7090  33,1679  18,5058  864,0000  0,0210  1,1275  18,4760  331,0000
41,616  2,6670  33,1366  18,5058  862,0000  0,0210  1,1275  18,4760  330,0000
41,65  2,6670  33,1052  18,4760  860,0000  0,0000  1,1275  18,4462  330,0000
41,684  2,6880  33,1679  18,4760  858,0000  0,0420  1,1588  18,4462  330,0000
41,718  2,6040  33,1052  18,4462  858,0000  0,0420  1,1588  18,4164  329,0000
41,752  2,6250  33,0739  18,4462  857,0000  0,0000  1,1588  18,4164  328,0000
41,786  2,7090  33,1366  18,4164  856,0000  0,0000  1,1275  18,3866  329,0000
41,82  2,5200  33,0739  18,4164  854,0000  0,0210  1,1275  18,3866  328,0000
41,854  2,5410  33,0426  18,4164  853,0000  -0,0210  1,0962  18,3568  327,0000
41,888  2,7090  33,0426  18,3866  851,0000  0,0210  1,1902  18,3270  327,0000
41,922  2,4570  33,0113  18,3568  850,0000  0,0000  1,1588  18,3270  327,0000
41,956  2,5200  33,0113  18,3568  848,0000  0,0210  1,1902  18,2972  327,0000
41,99  2,6670  32,9486  18,3568  846,0000  0,0000  1,1902  18,2972  327,0000
42,024  2,4990  32,9486  18,3270  845,0000  0,0210  1,1902  18,2972  326,0000
42,058  2,3100  32,9486  18,2972  844,0000  0,0210  1,1902  18,2674  325,0000
42,092  2,3520  32,9173  18,2972  842,0000  0,0210  1,1902  18,2376  325,0000
42,126  2,3520  32,9486  18,2674  840,0000  0,0210  1,1902  18,2078  323,0000
42,16  2,4150  32,8860  18,2674  840,0000  0,0000  1,1902  18,2078  324,0000
42,194  2,4990  32,8547  18,2376  839,0000  0,0420  1,1902  18,1780  325,0000
42,228  2,4150  32,8234  18,2376  838,0000  0,0210  1,1902  18,1780  324,0000
42,262  2,6460  32,8547  18,2376  837,0000  0,0210  1,1902  18,1780  323,0000
42,296  2,3940  32,8234  18,1780  837,0000  0,0210  1,2215  18,1482  323,0000
42,33  2,2680  32,7920  18,2078  836,0000  0,0000  1,2215  18,1184  323,0000
42,364  2,3310  32,7294  18,1482  835,0000  0,0210  1,2215  18,1184  322,0000
42,398  2,4990  32,7294  18,1482  835,0000  0,0000  1,2215  18,1184  322,0000
42,432  2,3940  32,7294  18,1184  833,0000  0,0630  1,2215  18,0588  320,0000
42,466  2,4150  32,6981  18,1184  833,0000  0,0420  1,2215  18,0588  321,0000
42,5  2,5200  32,6981  18,0886  831,0000  0,0420  1,2215  18,0290  321,0000
42,534  2,3310  32,6354  18,0886  830,0000  0,0210  1,2528  18,0290  320,0000
42,568  2,5200  32,6041  18,0588  830,0000  0,0000  1,2841  17,9992  318,0000
42,602  2,3100  32,6041  18,0588  828,0000  0,0420  1,2528  18,0290  319,0000
42,636  2,4150  32,5728  17,9992  828,0000  0,0420  1,2528  17,9694  318,0000
42,67  2,1630  32,5102  17,9992  828,0000  0,0420  1,2215  17,9396  318,0000
42,704  2,5200  32,5102  17,9992  827,0000  -0,0210  1,1902  17,9694  318,0000
42,738  2,3730  32,4788  17,9992  827,0000  0,0000  1,2841  17,9396  317,0000
42,772  2,3100  32,4475  17,9694  825,0000  0,0000  1,2841  17,9098  317,0000
42,806  2,3520  32,4162  17,9396  824,0000  0,0420  1,2528  17,9098  317,0000
42,84  2,2260  32,3536  17,9098  823,0000  0,0210  1,2841  17,8502  316,0000
42,874  2,2890  32,3536  17,9098  822,0000  0,0420  1,2528  17,8502  316,0000
42,908  2,2260  32,3222  17,9098  822,0000  0,0210  1,2528  17,8502  315,0000
42,942  2,1420  32,2909  17,8502  822,0000  -0,0420  1,2528  17,8204  315,0000
42,976  2,1210  32,2596  17,8502  821,0000  0,0210  1,2841  17,8204  315,0000
43,01  2,1420  32,2283  17,8502  820,0000  0,0420  1,2841  17,7906  314,0000
43,044  1,9950  32,2596  17,8204  820,0000  0,0210  1,2841  17,7608  314,0000
43,078  2,2890  32,1656  17,8204  819,0000  0,0000  1,2841  17,7608  313,0000
43,112  2,3100  32,1343  17,8204  819,0000  0,0420  1,2841  17,7608  313,0000
43,146  2,1630  32,1030  17,8204  819,0000  0,0210  1,2841  17,7310  313,0000
43,18  2,2260  32,0717  17,7012  819,0000  0,0000  1,3154  17,7012  313,0000
43,214  2,1420  32,0404  17,7012  819,0000  0,0210  1,3468  17,7012  312,0000
43,248  2,1420  31,9777  17,7012  819,0000  0,0000  1,2841  17,6714  312,0000
43,282  2,3730  31,9777  17,6714  818,0000  0,0420  1,3154  17,6416  311,0000
43,316  2,1420  31,9151  17,6714  818,0000  0,0210  1,3154  17,6416  310,0000
43,35  2,1000  31,8838  17,6416  819,0000  0,0420  1,3154  17,6118  310,0000
43,384  2,3310  31,8211  17,6416  818,0000  0,0000  1,3154  17,5820  310,0000
43,418  2,1630  31,7898  17,6118  818,0000  0,0210  1,3154  17,5820  310,0000
43,452  2,1840  31,7898  17,5820  817,0000  0,0000  1,3154  17,5522  309,0000
43,486  2,1210  31,7585  17,5522  817,0000  0,0210  1,3468  17,5522  309,0000
43,52  2,3310  31,6645  17,5522  817,0000  0,0420  1,3468  17,5224  308,0000
43,554  2,2680  31,6645  17,5224  817,0000  0,0000  1,3468  17,5224  308,0000
43,588  2,2260  31,6019  17,5224  816,0000  0,0000  1,3468  17,4926  308,0000
43,622  2,1420  31,5392  17,4926  816,0000  0,0210  1,3468  17,4628  307,0000
43,656  2,1420  31,5079  17,4926  816,0000  0,0420  1,3781  17,4628  306,0000
43,69  2,1000  31,4766  17,4628  815,0000  0,0000  1,3781  17,4330  306,0000
43,724  1,8270  31,4453  17,4330  813,0000  -0,0210  1,3154  17,4330  306,0000
43,758  2,2050  31,3513  17,4330  813,0000  -0,0210  1,2841  17,4032  305,0000
43,792  2,0580  31,3200  17,4032  813,0000  0,0000  1,3781  17,3734  306,0000
43,826  1,9110  31,2887  17,4032  813,0000  0,0420  1,3781  17,3734  305,0000
43,86  1,8900  31,2260  17,3734  812,0000  0,0000  1,3781  17,3436  304,0000
43,894  1,9110  31,1947  17,3734  812,0000  0,0630  1,3781  17,3138  305,0000
43,928  1,8480  31,1634  17,3436  812,0000  0,0000  1,4094  17,3138  304,0000
43,962  1,8690  31,1008  17,3436  811,0000  0,0000  1,4094  17,3138  304,0000
43,996  1,8690  31,0694  17,3436  812,0000  0,0000  1,3781  17,2840  303,0000
44,03  1,9110  30,9755  17,3436  811,0000  0,0210  1,3781  17,2542  302,0000
44,064  1,7640  30,9128  17,3138  811,0000  -0,0210  1,3468  17,2542  303,0000
44,098  1,8690  30,8815  17,2840  811,0000  -0,0420  1,3468  17,2542  302,0000
44,132  1,8900  30,8189  17,3138  810,0000  0,0210  1,3781  17,1946  302,0000
44,166  1,8690  30,7876  17,2542  810,0000  0,0210  1,4094  17,1946  302,0000
44,2  1,9320  30,7249  17,2244  810,0000  0,0210  1,4094  17,1648  301,0000
44,234  1,7220  30,6623  17,2244  810,0000  -0,0210  1,3468  17,1350  302,0000
44,268  1,6380  30,5996  17,1946  809,0000  0,0210  1,4094  17,1350  302,0000
44,302  1,6800  30,5683  17,1946  809,0000  0,0000  1,4094  17,1350  301,0000
44,336  1,5750  30,5057  17,1648  809,0000  -0,0210  1,3781  17,1052  301,0000
44,37  1,5330  30,4430  17,1350  809,0000  0,0210  1,4407  17,0754  299,0000
44,404  1,5960  30,3804  17,1350  810,0000  -0,0210  1,3781  17,0456  300,0000
44,438  1,6170  30,3178  17,1052  809,0000  0,0000  1,4407  17,0456  299,0000
44,472  1,6590  30,2551  17,0754  808,0000  -0,0210  1,4094  17,0158  300,0000
44,506  1,6800  30,2238  17,0754  809,0000  0,0000  1,4407  16,9860  299,0000
44,54  1,5960  30,1612  17,0456  809,0000  -0,0420  1,4094  16,9860  298,0000
44,574  1,3860  30,0672  17,0158  809,0000  -0,0210  1,4094  16,9860  298,0000
44,608  1,4280  30,0359  16,9860  809,0000  -0,0420  1,4094  16,9562  297,0000
44,642  1,4280  29,9732  16,9264  809,0000  0,0420  1,4720  16,9264  297,0000
44,676  1,6590  29,9106  16,9562  809,0000  -0,0210  1,4094  16,8966  297,0000
44,71  1,4910  29,8480  16,9264  809,0000  -0,0210  1,4407  16,8966  297,0000
44,744  1,3230  29,7540  16,9264  809,0000  -0,0420  1,4407  16,8668  296,0000
44,778  1,5120  29,7227  16,8668  810,0000  0,0000  1,4720  16,8668  296,0000
44,812  1,4280  29,6600  16,8966  811,0000  -0,0210  1,4407  16,8370  296,0000
44,846  1,3650  29,5974  16,8668  811,0000  0,0000  1,4720  16,8072  295,0000
44,88  1,7430  29,5348  16,8370  812,0000  0,0420  1,4720  16,8072  294,0000
44,914  1,6380  29,4721  16,8370  812,0000  -0,0420  1,4407  16,7774  294,0000
44,948  1,4070  29,3468  16,8072  813,0000  -0,0210  1,4720  16,7774  294,0000
44,982  1,4910  29,3155  16,8072  814,0000  0,0000  1,4720  16,7178  294,0000
45,016  1,4280  29,2529  16,7476  814,0000  0,0000  1,5034  16,6880  293,0000
45,05  1,5120  29,1902  16,7476  815,0000  -0,0420  1,4720  16,7178  293,0000
45,084  1,4910  29,0650  16,7476  813,0000  -0,0210  1,4720  16,6880  292,0000
45,118  1,3860  29,0023  16,7178  813,0000  0,0000  1,5347  16,6582  293,0000
45,152  1,4280  28,9397  16,6880  813,0000  -0,0210  1,5034  16,6284  291,0000
45,186  1,2810  28,8770  16,6880  814,0000  0,0000  1,5034  16,5986  292,0000
45,22  1,2810  28,7831  16,6880  813,0000  0,0000  1,5347  16,5986  291,0000
45,254  1,4070  28,7204  16,6582  814,0000  -0,0210  1,4720  16,5688  290,0000
45,288  1,3230  28,6265  16,6284  814,0000  0,0210  1,5347  16,5688  290,0000
45,322  1,3020  28,5638  16,6284  814,0000  -0,0210  1,5034  16,5390  290,0000
45,356  1,1970  28,5012  16,6284  814,0000  -0,0210  1,5034  16,5092  290,0000
45,39  1,1760  28,4072  16,5986  814,0000  -0,0420  1,5034  16,5092  290,0000
45,424  1,0710  28,3133  16,5688  814,0000  -0,0210  1,5034  16,4794  289,0000
45,458  1,3020  28,2193  16,5390  814,0000  -0,0210  1,5034  16,5092  289,0000
45,492  1,1970  28,1567  16,5390  815,0000  0,0210  1,5347  16,4496  288,0000
45,526  1,1130  28,0940  16,5092  815,0000  -0,0210  1,5034  16,4198  288,0000
45,56  1,1550  28,0001  16,4794  815,0000  0,0000  1,5660  16,4198  288,0000
45,594  0,9660  27,9061  16,4496  816,0000  0,0000  1,5347  16,4198  288,0000
45,628  0,9870  27,8435  16,4496  817,0000  0,0000  1,5660  16,3602  286,0000
45,662  1,0710  27,7495  16,4198  817,0000  0,0000  1,5973  16,3304  286,0000
45,696  1,1340  27,6556  16,3900  818,0000  0,0000  1,5660  16,3304  287,0000
45,73  0,9030  27,5929  16,3900  817,0000  0,0210  1,5660  16,3304  286,0000
45,764  0,9870  27,4676  16,3602  819,0000  -0,0210  1,5347  16,3006  285,0000
45,798  1,1130  27,4363  16,3304  819,0000  -0,0210  1,5660  16,2708  285,0000
45,832  0,9030  27,3424  16,3006  821,0000  -0,0420  1,5347  16,2708  285,0000
45,866  0,8190  27,2484  16,2708  821,0000  0,0420  1,5973  16,2112  285,0000
45,9  0,9660  27,1858  16,2708  822,0000  -0,0210  1,5347  16,2112  284,0000
45,934  1,0500  27,0918  16,2708  822,0000  -0,0210  1,5347  16,2112  284,0000
45,968  0,9660  27,0292  16,2708  823,0000  0,0000  1,5973  16,1814  283,0000
46,002  0,9030  26,9039  16,2410  825,0000  0,0210  1,5973  16,1516  282,0000
46,036  0,9660  26,8726  16,2410  825,0000  -0,0210  1,5660  16,1516  281,0000
46,07  0,9450  26,7786  16,2112  826,0000  -0,0210  1,5660  16,1218  282,0000
46,104  0,8820  26,6846  16,1814  826,0000  0,0000  1,6286  16,0920  281,0000
46,138  0,9660  26,5907  16,1516  828,0000  0,0210  1,6286  16,0920  280,0000
46,172  0,7770  26,4967  16,1516  828,0000  0,0000  1,6286  16,0622  280,0000
46,206  0,7350  26,4028  16,1218  830,0000  -0,0630  1,5973  16,0324  280,0000
46,24  0,8820  26,3088  16,0920  831,0000  -0,0210  1,5660  16,0324  280,0000
46,274  0,8190  26,2148  16,0920  832,0000  0,0210  1,5973  15,9728  280,0000
46,308  0,9450  26,1522  16,0622  834,0000  0,0420  1,6913  15,9728  278,0000
46,342  0,9870  26,0582  16,0324  834,0000  0,0210  1,6286  15,9430  279,0000
46,376  0,9870  25,9330  16,0026  835,0000  0,0210  1,6286  15,9430  279,0000
46,41  0,9240  25,8703  16,0026  837,0000  0,0000  1,6600  15,8834  279,0000
46,444  0,8820  25,7764  15,9728  838,0000  0,0000  1,6600  15,9132  278,0000
46,478  0,9870  25,6511  15,9430  839,0000  0,0210  1,6286  15,8834  278,0000
46,512  0,9030  25,5884  15,9132  840,0000  0,0420  1,6600  15,8536  277,0000
46,546  1,0080  25,4945  15,9132  842,0000  0,0210  1,6600  15,8536  278,0000
46,58  0,8820  25,4005  15,8834  844,0000  -0,0210  1,5973  15,8238  278,0000
46,614  0,9030  25,3066  15,8834  844,0000  0,0210  1,6600  15,7940  277,0000
46,648  1,0080  25,2126  15,8834  846,0000  0,0210  1,6913  15,7940  278,0000
46,682  0,9870  25,1186  15,8238  848,0000  0,0000  1,6913  15,7344  277,0000
46,716  1,2600  25,0247  15,8238  849,0000  -0,0210  1,6286  15,7344  277,0000
46,75  1,0500  24,9307  15,7940  850,0000  0,0210  1,6600  15,7344  276,0000
46,784  0,8610  24,8368  15,7940  851,0000  0,0210  1,6600  15,7046  277,0000
46,818  -0,3360  24,7428  15,7642  852,0000  0,0000  1,6913  15,6748  276,0000
46,852  -0,2310  24,6488  15,7642  853,0000  0,0000  1,6913  15,6748  276,0000
46,886  0,0630  24,5549  15,7344  854,0000  0,0420  1,6600  15,6450  276,0000
46,92  0,2310  24,4609  15,7046  856,0000  0,0420  1,6913  15,6152  276,0000
46,954  0,5460  24,3670  15,7046  859,0000  0,0420  1,6913  15,5854  277,0000
46,988  0,8190  24,2730  15,6748  858,0000  0,0210  1,6913  15,5854  276,0000
47,022  1,0500  24,2104  15,6450  855,0000  0,0420  1,6913  15,5556  276,0000
47,056  1,2600  24,1477  15,6450  852,0000  0,0420  1,6600  15,5258  275,0000
47,09  0,8610  24,1164  15,6152  847,0000  0,0420  1,6913  15,4960  275,0000
47,124  0,8190  24,0224  15,5556  845,0000  0,0000  1,7226  15,4960  275,0000
47,158  1,0920  23,9598  15,5556  841,0000  0,0210  1,6913  15,4662  276,0000
47,192  1,1340  23,8972  15,5258  839,0000  0,0000  1,7226  15,4662  275,0000
47,226  1,1760  23,8345  15,4960  836,0000  0,0210  1,7226  15,4364  275,0000
47,26  1,1340  23,7406  15,4662  834,0000  0,0420  1,7226  15,4066  275,0000
47,294  0,8190  23,6466  15,4662  832,0000  0,0420  1,7226  15,4066  275,0000
47,328  0,6300  23,5840  15,4364  830,0000  0,0000  1,7226  15,3470  276,0000
47,362  0,8190  23,4587  15,4364  829,0000  0,0210  1,7226  15,3768  274,0000
47,396  0,5880  23,3960  15,4066  828,0000  0,0000  1,7539  15,3172  275,0000
47,43  0,6720  23,3021  15,3470  827,0000  0,0210  1,7539  15,3172  275,0000
47,464  0,7980  23,1768  15,3768  826,0000  0,0630  1,7226  15,2874  275,0000
47,498  0,5250  23,1142  15,3470  825,0000  0,0420  1,7226  15,2576  275,0000
47,532  0,7140  23,0202  15,3768  823,0000  0,0210  1,7539  15,2576  275,0000
47,566  0,5670  22,9576  15,3470  821,0000  0,0630  1,7539  15,2278  277,0000
47,6  0,6510  22,8323  15,3172  820,0000  0,0630  1,7539  15,1980  276,0000
47,634  0,5460  22,7696  15,2874  818,0000  0,0000  1,7539  15,1980  277,0000
47,668  0,6090  22,6757  15,2576  816,0000  0,0420  1,7539  15,1384  278,0000
47,702  0,4410  22,5817  15,2278  817,0000  0,0420  1,7852  15,1682  278,0000
47,736  0,6930  22,4564  15,2278  815,0000  0,0420  1,7226  15,1384  277,0000
47,77  0,6720  22,3625  15,1980  813,0000  0,0420  1,7852  15,1086  278,0000
47,804  0,5250  22,3312  15,1682  813,0000  0,0210  1,7852  15,0788  278,0000
47,838  0,5880  22,2372  15,1682  811,0000  0,0420  1,7539  15,0788  278,0000
47,872  0,5040  22,1432  15,1384  810,0000  0,0210  1,7852  15,0490  278,0000
47,906  0,4620  22,0493  15,0788  809,0000  0,0210  1,7852  15,0192  278,0000
47,94  0,4620  21,9553  15,0788  808,0000  0,0420  1,7852  15,0192  278,0000
47,974  0,3780  21,8927  15,0490  807,0000  0,0420  1,7852  14,9894  279,0000
48,008  0,4410  21,7674  15,0192  805,0000  0,0000  1,7852  14,9596  279,0000
48,042  0,4830  21,6734  15,0192  804,0000  0,0000  1,7852  14,9298  279,0000
48,076  0,4410  21,6108  15,0192  804,0000  0,0420  1,8166  14,9298  279,0000
48,11  0,3780  21,5482  14,9596  803,0000  0,0420  1,7852  14,9000  278,0000
48,144  0,4830  21,4229  14,9298  803,0000  0,0210  1,7852  14,8702  279,0000
48,178  0,4830  21,3289  14,9298  802,0000  0,0000  1,8166  14,8404  279,0000
48,212  0,6300  21,2976  14,9000  800,0000  0,0630  1,7852  14,8106  279,0000
48,246  0,6720  21,1723  14,9000  800,0000  0,0420  1,8166  14,8106  280,0000
48,28  0,5040  21,0784  14,8404  799,0000  0,0000  1,8166  14,8106  280,0000
48,314  0,5880  20,9844  14,8702  799,0000  0,0210  1,8166  14,7808  279,0000
48,348  0,5670  20,9531  14,8404  799,0000  0,0420  1,8166  14,7510  280,0000
48,382  0,6300  20,8591  14,8404  799,0000  0,0210  1,8479  14,7212  280,0000
48,416  0,6510  20,7338  14,8106  798,0000  0,0210  1,8166  14,6914  281,0000
48,45  0,4410  20,6712  14,7808  796,0000  0,0000  1,8166  14,6914  281,0000
48,484  0,5670  20,6086  14,7510  798,0000  0,0000  1,8479  14,6616  281,0000
48,518  0,6090  20,4833  14,7510  797,0000  0,0210  1,8166  14,6616  281,0000
48,552  0,5670  20,4206  14,6914  797,0000  0,0210  1,8479  14,6020  281,0000
48,586  0,7350  20,2954  14,6914  797,0000  0,0000  1,8166  14,5722  281,0000
48,62  0,5040  20,2640  14,6914  798,0000  0,0210  1,8479  14,5722  282,0000
48,654  0,6300  20,1701  14,6616  798,0000  0,0000  1,8479  14,5424  282,0000
48,688  0,7560  20,0761  14,6616  797,0000  0,0210  1,8792  14,5424  283,0000
48,722  0,5040  20,0135  14,6020  798,0000  0,0000  1,8479  14,4828  283,0000
48,756  0,5670  19,9195  14,5722  798,0000  0,0000  1,8479  14,4828  283,0000
48,79  0,4830  19,8256  14,5424  799,0000  0,0210  1,8479  14,4828  283,0000
48,824  0,5670  19,7629  14,5126  800,0000  0,0000  1,8792  14,4232  284,0000
48,858  0,6090  19,7003  14,5126  800,0000  0,0210  1,8792  14,4232  283,0000
48,892  0,6090  19,6376  14,4828  800,0000  0,0420  1,8792  14,3934  283,0000
48,926  0,6300  19,5437  14,4828  801,0000  -0,0210  1,8166  14,3934  284,0000
48,96  0,7350  19,4184  14,4232  801,0000  0,0000  1,8792  14,3636  285,0000
48,994  0,7140  19,3871  14,4232  802,0000  0,0000  1,8792  14,3338  285,0000
49,028  0,7980  19,3244  14,3934  803,0000  0,0000  1,8792  14,3040  286,0000
49,062  0,7560  19,2305  14,3934  804,0000  -0,0210  1,8479  14,3040  285,0000
49,096  0,6300  19,1678  14,3636  804,0000  0,0000  1,8479  14,2742  285,0000
49,13  0,8610  19,0739  14,3338  804,0000  0,0210  1,9105  14,2444  285,0000
49,164  0,8400  19,0112  14,3338  805,0000  0,0000  1,9105  14,2444  285,0000
49,198  0,7770  18,9173  14,3040  805,0000  0,0210  1,8792  14,2146  286,0000
49,232  0,9870  18,8546  14,3040  805,0000  0,0000  1,9105  14,1848  285,0000
49,266  0,7350  18,7607  14,2742  806,0000  -0,0210  1,8479  14,1550  286,0000
49,3  0,7350  18,6980  14,2444  807,0000  0,0000  1,9105  14,1550  286,0000
49,334  0,8820  18,6667  14,2146  806,0000  0,0000  1,9105  14,1252  286,0000
49,368  0,6300  18,5728  14,2146  807,0000  0,0210  1,8792  14,0954  286,0000
49,402  0,8190  18,4788  14,1848  808,0000  0,0000  1,9105  14,0954  286,0000
49,436  0,9240  18,4162  14,1550  810,0000  0,0210  1,9105  14,0656  286,0000
49,47  1,0080  18,3222  14,1550  810,0000  0,0000  1,9105  14,0358  287,0000
49,504  0,9660  18,2596  14,1252  810,0000  0,0000  1,9105  14,0060  287,0000
49,538  0,8820  18,1969  14,0954  811,0000  0,0210  1,9105  14,0060  287,0000
49,572  0,9030  18,1343  14,0656  812,0000  0,0000  1,9105  13,9762  287,0000
49,606  0,9030  18,1030  14,0656  812,0000  0,0000  1,9105  13,9762  287,0000
49,64  0,7980  18,0090  14,0358  813,0000  0,0000  1,9105  13,9464  287,0000
49,674  0,7980  17,9464  14,0060  813,0000  0,0210  1,9105  13,9166  288,0000
49,708  0,8820  17,8837  13,9762  815,0000  0,0000  1,9418  13,8868  288,0000
49,742  1,0500  17,8211  13,9464  815,0000  0,0420  1,9418  13,8868  288,0000
49,776  1,0290  17,7584  13,9464  815,0000  0,0000  1,9418  13,8272  287,0000
49,81  0,9030  17,6645  13,8868  817,0000  0,0000  1,9418  13,8272  288,0000
49,844  0,8190  17,6018  13,8868  817,0000  0,0000  1,9418  13,7974  288,0000
49,878  0,9660  17,5392  13,8570  818,0000  0,0210  1,9418  13,7676  288,0000
49,912  0,9870  17,4766  13,8272  819,0000  0,0000  1,9418  13,7378  288,0000
49,946  0,9240  17,4452  13,7974  821,0000  0,0210  1,9418  13,7080  288,0000
49,98  1,0290  17,3826  13,7676  821,0000  0,0210  1,9418  13,7080  288,0000
50,014  1,0080  17,3200  13,7676  822,0000  0,0210  1,9418  13,6782  288,0000
50,048  1,0710  17,2260  13,7378  823,0000  0,0420  1,9732  13,6782  288,0000
50,082  1,2600  17,1947  13,7378  823,0000  0,0000  1,9732  13,6186  288,0000
50,116  1,0080  17,1320  13,7080  825,0000  0,0000  1,9732  13,6484  288,0000
50,15  0,9870  17,0381  13,7080  825,0000  0,0000  1,9732  13,5888  287,0000
50,184  0,9240  17,0068  13,7080  825,0000  0,0210  2,0045  13,5590  288,0000
50,218  0,9240  16,9441  13,6782  826,0000  0,0210  1,9732  13,5590  288,0000
50,252  1,0920  16,8815  13,6484  827,0000  0,0210  1,9732  13,5292  288,0000
50,286  1,1130  16,7875  13,6186  827,0000  0,0210  2,0045  13,4994  287,0000
50,32  1,0500  16,7562  13,6186  827,0000  -0,0420  1,9418  13,4696  288,0000
50,354  1,0500  16,6936  13,5888  828,0000  0,0210  2,0045  13,4696  288,0000
50,388  1,0080  16,6936  13,5590  829,0000  0,0210  1,9732  13,4398  288,0000
50,422  0,8610  16,5996  13,5292  829,0000  0,0000  2,0045  13,4398  288,0000
50,456  0,8610  16,5370  13,4994  830,0000  0,0000  2,0045  13,3802  288,0000
50,49  0,9660  16,4743  13,4696  831,0000  0,0000  1,9418  13,3802  287,0000
50,524  0,9870  16,4117  13,4696  833,0000  0,0210  2,0045  13,3504  288,0000
50,558  0,9450  16,3804  13,4398  834,0000  0,0000  2,0045  13,3206  289,0000
50,592  0,9870  16,2864  13,4398  837,0000  0,0210  2,0045  13,3206  288,0000
50,626  0,9030  16,2551  13,3802  838,0000  0,0210  2,0045  13,2610  289,0000
50,66  0,7980  16,2238  13,3504  840,0000  0,0000  2,0045  13,2610  289,0000
50,694  1,0500  16,1924  13,3504  842,0000  0,0420  2,0045  13,2312  288,0000
50,728  1,1130  16,1298  13,3206  845,0000  0,0000  2,0045  13,2312  288,0000
50,762  1,3230  16,0672  13,3206  846,0000  0,0000  2,0045  13,2014  288,0000
50,796  1,2180  16,0045  13,2610  848,0000  0,0210  2,0045  13,2014  288,0000
50,83  1,1970  15,9732  13,2610  849,0000  0,0420  2,0358  13,1716  287,0000
50,864  1,1970  15,9106  13,2014  850,0000  0,0210  2,0358  13,1716  287,0000
50,898  1,3860  15,8792  13,1716  852,0000  0,0210  2,0358  13,1418  287,0000
50,932  1,0500  15,8166  13,1716  853,0000  0,0210  2,0358  13,1120  287,0000
50,966  1,1550  15,7540  13,1418  854,0000  0,0420  2,0358  13,0822  287,0000
51  1,3020  15,6913  13,1418  856,0000  -0,0210  1,9732  13,0524  287,0000
51,034  1,0920  15,6600  13,1120  856,0000  0,0000  2,0671  13,0524  287,0000
51,068  1,1550  15,5974  13,0822  857,0000  0,0000  2,0358  13,0226  287,0000
51,102  1,2810  15,5660  13,0524  857,0000  0,0210  2,0358  13,0226  287,0000
51,136  1,2390  15,5034  13,0524  858,0000  0,0000  2,0671  12,9630  286,0000
51,17  1,1130  15,4408  12,9928  858,0000  0,0000  2,0671  12,9630  286,0000
51,204  1,0710  15,3781  12,9630  858,0000  0,0630  2,0671  12,9332  286,0000
51,238  0,7770  15,3155  12,9630  859,0000  0,0210  2,0984  12,9034  286,0000
51,272  1,0290  15,3468  12,9332  859,0000  0,0000  2,0671  12,9034  285,0000
51,306  1,0290  15,2842  12,9332  859,0000  0,0210  2,0671  12,8736  286,0000
51,34  0,8400  15,2215  12,9034  861,0000  0,0000  2,0984  12,8438  285,0000
51,374  0,8820  15,2215  12,8736  860,0000  0,0420  2,0984  12,7842  284,0000
51,408  1,1970  15,1589  12,8438  861,0000  0,0000  2,0984  12,7842  285,0000
51,442  1,2390  15,0962  12,8140  862,0000  0,0000  2,0984  12,7544  285,0000
51,476  1,1760  15,0649  12,8140  863,0000  0,0210  2,0984  12,7544  284,0000
51,51  1,1550  15,0023  12,8140  864,0000  0,0210  2,0984  12,7246  284,0000
51,544  1,1550  15,0023  12,7842  865,0000  0,0210  2,1298  12,6948  284,0000
51,578  0,9030  14,9710  12,7544  867,0000  0,0210  2,0984  12,6650  283,0000
51,612  0,9660  14,9083  12,7544  868,0000  0,0210  2,1298  12,6352  283,0000
51,646  1,1340  14,8770  12,7246  869,0000  0,0000  2,1298  12,6352  282,0000
51,68  1,1550  14,8144  12,6948  869,0000  0,0000  2,1298  12,6054  283,0000
51,714  1,0920  14,7517  12,6948  870,0000  0,0000  2,1298  12,6054  282,0000
51,748  1,2810  14,7517  12,6650  870,0000  0,0210  2,1298  12,5756  281,0000
51,782  2,2890  14,7204  12,6352  869,0000  -0,0420  2,0984  12,5458  281,0000
51,816  2,1210  14,7517  12,6054  864,0000  0,0210  2,1298  12,5160  280,0000
51,85  1,9950  14,8144  12,6054  856,0000  0,0210  2,1298  12,4862  281,0000
51,884  1,2810  14,8144  12,5756  849,0000  0,0210  2,1611  12,4564  280,0000
51,918  1,1340  14,8457  12,5458  842,0000  -0,0210  2,0984  12,4564  279,0000
51,952  1,2180  14,8457  12,5160  835,0000  0,0000  2,1611  12,4266  280,0000
51,986  1,0080  14,8144  12,5160  829,0000  0,0210  2,1611  12,4266  280,0000
52,02  0,8400  14,8144  12,4862  824,0000  0,0000  2,1924  12,3670  278,0000
52,054  0,9030  14,7517  12,4564  819,0000  -0,0210  2,1298  12,3670  277,0000
52,088  0,8190  14,7204  12,4266  813,0000  0,0210  2,1611  12,3372  277,0000
52,122  0,7140  14,7204  12,3968  809,0000  0,0000  2,1924  12,3074  277,0000
52,156  0,6510  14,6891  12,3670  804,0000  0,0210  2,1924  12,2776  275,0000
